name	taxonomy_id	taxonomy_lvl	SRR8146968_num	SRR8146968_frac	SRR8146978_num	SRR8146978_frac	SRR8146982_num	SRR8146982_frac	SRR8146938_num	SRR8146938_frac	SRR8146935_num	SRR8146935_frac	SRR8146936_num	SRR8146936_frac
Methylocystis rosea	173366	S	15	0.00000	0	0.00000	38	0.00000	26	0.00000	36	0.00000	19	0.00000
Cohaesibacter marisflavi	655353	S	43	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Cohaesibacter sp. ES.047	1798205	S	34	0.00000	0	0.00000	22	0.00000	0	0.00000	15	0.00000	16	0.00000
uncultured Cohaesibacter sp.	1002546	S	12	0.00000	0	0.00000	17	0.00000	19	0.00000	0	0.00000	0	0.00000
Pseudochrobactrum sp. Wa41.01b-1	2864102	S	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oricola thermophila	2742145	S	47	0.00000	0	0.00000	76	0.00001	0	0.00000	0	0.00000	0	0.00000
Oceaniradius stylonematis	2184161	S	73	0.00000	0	0.00000	42	0.00000	32	0.00000	0	0.00000	0	0.00000
Parvibaculum lavamentivorans	256618	S	82	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyruvatibacter mobilis	1712261	S	19	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Kaustia mangrovi	2593653	S	18	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	24	0.00000
Tepidicaulis sp.	1920809	S	37	0.00000	0	0.00000	40	0.00000	0	0.00000	0	0.00000	0	0.00000
Anderseniella sp. Alg231-50	1922226	S	11	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000
Bartonella choladocola	2750995	S	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bartonella vinsonii	33047	S	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	40	0.00000	0	0.00000	28	0.00000	10	0.00000	0	0.00000	0	0.00000
Nordella sp. HKS 07	2712222	S	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Lichenihabitans sp. PAMC28606	2880932	S	47	0.00000	0	0.00000	63	0.00000	0	0.00000	0	0.00000	0	0.00000
Phreatobacter stygius	1940610	S	41	0.00000	0	0.00000	41	0.00000	0	0.00000	56	0.00000	67	0.00000
Acuticoccus sp. MNP-M23	3072793	S	27	0.00000	0	0.00000	57	0.00000	0	0.00000	0	0.00000	0	0.00000
Acuticoccus sp. I52.16.1	2928472	S	22	0.00000	0	0.00000	0	0.00000	16	0.00000	55	0.00000	14	0.00000
Terrirubrum flagellatum	2895980	S	47	0.00000	0	0.00000	11	0.00000	29	0.00000	15	0.00000	31	0.00000
Chelatococcus daeguensis	444444	S	36	0.00000	0	0.00000	50	0.00000	20	0.00000	0	0.00000	12	0.00000
Chelatococcus sp. CO-6	1702325	S	21	0.00000	0	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000
Alsobacter sp. KACC 23698	3149229	S	51	0.00000	0	0.00000	43	0.00000	113	0.00000	0	0.00000	49	0.00000
Reyranella sp.	1929291	S	42	0.00000	16	0.00000	48	0.00000	19	0.00000	0	0.00000	19	0.00000
Salaquimonas pukyongi	2712698	S	38	0.00000	56	0.00000	81	0.00001	59	0.00000	0	0.00000	0	0.00000
uncultured Pleomorphomonas sp.	442121	S	51	0.00000	131	0.00001	58	0.00000	29	0.00000	0	0.00000	0	0.00000
Methylocella tundrae	227605	S	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodoligotrophos ferricapiens	3069264	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methyloraptor flagellatus	3162530	S	18	0.00000	220	0.00001	17	0.00000	25	0.00000	0	0.00000	0	0.00000
Leisingera thetidis	2930199	S	254	0.00001	0	0.00000	114	0.00001	0	0.00000	56	0.00000	0	0.00000
Leisingera aquaemixtae	1396826	S	96	0.00001	0	0.00000	139	0.00001	30	0.00000	0	0.00000	76	0.00000
Leisingera caerulea	506591	S	21	0.00000	0	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseovarius indicus	540747	S	214	0.00001	0	0.00000	208	0.00001	0	0.00000	0	0.00000	33	0.00000
Roseovarius phycicola	3080976	S	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfitobacter sp. SK011	1389004	S	71	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thalassovita sp.	1979401	S	133	0.00001	0	0.00000	18	0.00000	0	0.00000	0	0.00000	21	0.00000
Thalassobius sp. MITS945101	3096994	S	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phaeobacter gallaeciensis	60890	S	179	0.00001	0	0.00000	20	0.00000	297	0.00001	34	0.00000	0	0.00000
Tateyamaria omphalii	299262	S	84	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Celeribacter ethanolicus	1758178	S	120	0.00001	27	0.00000	72	0.00000	0	0.00000	0	0.00000	24	0.00000
Celeribacter marinus	1397108	S	18	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Sagittula stellata	52603	S	66	0.00000	0	0.00000	75	0.00001	190	0.00001	0	0.00000	126	0.00001
Ketogulonicigenium robustum	92947	S	72	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alloyangia sp. H15	3029062	S	68	0.00000	0	0.00000	72	0.00000	0	0.00000	0	0.00000	16	0.00000
Alloyangia pacifica	311180	S	13	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000
Jannaschia sp. M317	2867011	S	31	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Jannaschia sp. W003	2867012	S	21	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Jannaschia ovalis	3038773	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ruegeria sp. TM1040	292414	S	106	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseicyclus elongatus	159346	S	31	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	41	0.00000	0	0.00000	68	0.00000	50	0.00000	65	0.00000	38	0.00000
Thalassobacter stenotrophicus	266809	S	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salipiger profundus	1229727	S	27	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Marivita sp.	2003365	S	21	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinovum algicola	42444	S	27	0.00000	0	0.00000	34	0.00000	16	0.00000	0	0.00000	0	0.00000
Shimia sp. MIT1388	3096992	S	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tropicibacter oceani	3058420	S	13	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Oceanicola sp. D3	2587163	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Antarctobacter heliothermus	74033	S	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	63	0.00000
Paracoccus sp. ME4	3138066	S	48	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus sp. S3-43	3030011	S	77	0.00000	0	0.00000	28	0.00000	85	0.00000	0	0.00000	0	0.00000
Paracoccus sp. SCSIO 75233	3017782	S	62	0.00000	0	0.00000	38	0.00000	0	0.00000	42	0.00000	50	0.00000
Paracoccus marcusii	59779	S	137	0.00001	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus homiensis	364199	S	79	0.00000	0	0.00000	40	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus zhejiangensis	1077935	S	74	0.00000	0	0.00000	84	0.00001	52	0.00000	22	0.00000	37	0.00000
Paracoccus aminovorans	34004	S	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus seriniphilus	184748	S	15	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	38	0.00000
Paracoccus yeei	147645	S	47	0.00000	147	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thioclava sp. GXIMD4216	3131929	S	95	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000
Tabrizicola sp.	2005166	S	81	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Tabrizicola sp. M-4	3055847	S	39	0.00000	62	0.00000	15	0.00000	33	0.00000	0	0.00000	110	0.00001
Roseinatronobacter sp. S2	3035471	S	85	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseinatronobacter bogoriensis	119542	S	17	0.00000	0	0.00000	21	0.00000	12	0.00000	0	0.00000	0	0.00000
Rhodovulum sulfidophilum	35806	S	94	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	79	0.00000
Rhodovulum sp. P5	1564506	S	17	0.00000	0	0.00000	0	0.00000	48	0.00000	0	0.00000	0	0.00000
Limimaricola variabilis	1492771	S	101	0.00001	0	0.00000	137	0.00001	0	0.00000	41	0.00000	0	0.00000
Pseudorhodobacter turbinis	2500533	S	57	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudooceanicola atlanticus	1461694	S	28	0.00000	0	0.00000	0	0.00000	0	0.00000	286	0.00001	96	0.00000
Pseudooceanicola algae	1537215	S	14	0.00000	0	0.00000	0	0.00000	55	0.00000	0	0.00000	34	0.00000
Tritonibacter mobilis	379347	S	92	0.00001	0	0.00000	94	0.00001	0	0.00000	0	0.00000	0	0.00000
Tritonibacter scottomollicae	483013	S	18	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000
Frigidibacter mobilis	1335048	S	113	0.00001	850	0.00004	82	0.00001	28	0.00000	0	0.00000	102	0.00000
Aliiroseovarius crassostreae	154981	S	39	0.00000	0	0.00000	29	0.00000	49	0.00000	0	0.00000	0	0.00000
Parasedimentitalea psychrophila	2997337	S	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Yoonia algicola	3137368	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Profundibacter amoris	2171755	S	27	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudopelagicola sp. nBUS_20	3395317	S	26	0.00000	0	0.00000	14	0.00000	15	0.00000	0	0.00000	0	0.00000
Polymorphum gilvum	991904	S	73	0.00000	0	0.00000	0	0.00000	155	0.00001	0	0.00000	26	0.00000
Pikeienuella piscinae	2748098	S	37	0.00000	0	0.00000	16	0.00000	65	0.00000	0	0.00000	30	0.00000
Cereibacter azotoformans	43057	S	29	0.00000	0	0.00000	37	0.00000	0	0.00000	89	0.00000	42	0.00000
Gymnodinialimonas sp. 57CJ19	3138498	S	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cognatishimia activa	1715691	S	20	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	13	0.00000
Vannielia sp. SX4	3463852	S	20	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Marivivens sp. LCG002	3051171	S	17	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Fuscovulum ytuae	3042299	S	21	0.00000	40	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Amylibacter sp. IMCC11727	3039851	S	11	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Amaricoccus sp. B4	3368557	S	17	0.00000	0	0.00000	16	0.00000	0	0.00000	28	0.00000	0	0.00000
Defluviimonas sp. SAOS-178_SWC	3121287	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodobacter capsulatus	1061	S	44	0.00000	0	0.00000	33	0.00000	108	0.00000	0	0.00000	164	0.00001
Sphingomonas sp. C3-2	3062169	S	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. MS122	3412683	S	43	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. MMS24-J13	3238686	S	34	0.00000	35	0.00000	26	0.00000	21	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. So64.6b	2997354	S	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. 7/4-4	3018446	S	27	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. MMS12-HWE2-04	3234199	S	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. FARSPH	2219696	S	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. HT-1	3400348	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Sphingomonas sp. QA11	2950605	S	14	0.00000	0	0.00000	17	0.00000	21	0.00000	27	0.00000	0	0.00000
Sphingomonas sp. PAMC26645	2565555	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. Y38-1Y	3078265	S	14	0.00000	0	0.00000	71	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. CV7422	3018036	S	18	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sanxanigenens	397260	S	323	0.00002	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas psychrotolerans	1327635	S	101	0.00001	0	0.00000	152	0.00001	0	0.00000	18	0.00000	0	0.00000
Sphingomonas flavalba	2559804	S	286	0.00002	0	0.00000	88	0.00001	0	0.00000	0	0.00000	0	0.00000
Sphingomonas hankookensis	563996	S	154	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sinipercae	2714944	S	28	0.00000	0	0.00000	35	0.00000	51	0.00000	0	0.00000	34	0.00000
Sphingomonas xanthus	2594473	S	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas nostoxanthinifaciens	2872652	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas leidyi	68569	S	41	0.00000	56	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas paucimobilis	13689	S	39	0.00000	297	0.00001	43	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas ginsengisoli (ex An et al. 2013)	363835	S	17	0.00000	209	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas yabuuchiae	172044	S	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas cannabina	2899123	S	19	0.00000	0	0.00000	35	0.00000	0	0.00000	17	0.00000	0	0.00000
Novosphingobium sp. ES2-1	2780074	S	53	0.00000	0	0.00000	48	0.00000	0	0.00000	0	0.00000	0	0.00000
Novosphingobium sp. P6W	1609758	S	21	0.00000	0	0.00000	20	0.00000	16	0.00000	51	0.00000	11	0.00000
Novosphingobium sp. 9	2025349	S	13	0.00000	0	0.00000	28	0.00000	30	0.00000	0	0.00000	0	0.00000
Novosphingobium kaempferiae	2896849	S	25	0.00000	0	0.00000	17	0.00000	34	0.00000	0	0.00000	0	0.00000
Novosphingobium rhizosphaerae	1551649	S	13	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000
Parablastomonas sp. CN1-191	3400908	S	58	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hankyongella ginsenosidimutans	1763828	S	43	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alterisphingorhabdus coralli	3071408	S	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Citromicrobium sp. JL477	1634516	S	27	0.00000	0	0.00000	108	0.00001	0	0.00000	0	0.00000	0	0.00000
Tardibacter chloracetimidivorans	1921510	S	62	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Altererythrobacter sp. B11	2060312	S	647	0.00004	0	0.00000	201	0.00001	0	0.00000	0	0.00000	0	0.00000
Altererythrobacter sp. TH136	2067415	S	91	0.00001	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000
Altererythrobacter epoxidivorans	361183	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Qipengyuania sp. SS22	2979461	S	105	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erythrobacter sp. BLCC-B19	3025315	S	27	0.00000	0	0.00000	12	0.00000	12	0.00000	0	0.00000	0	0.00000
Erythrobacter litoralis	39960	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erythrobacter aureus	2182384	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Croceibacterium aestuarii	3064139	S	15	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis sp. OPL5	2486273	S	122	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis sp. 113P3	292913	S	32	0.00000	0	0.00000	0	0.00000	88	0.00000	0	0.00000	0	0.00000
Sphingopyxis alaskensis	117207	S	73	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis granuli	267128	S	100	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingobium sp. YG1	2082188	S	119	0.00001	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingobium herbicidovorans	76947	S	89	0.00001	57	0.00000	0	0.00000	33	0.00000	27	0.00000	69	0.00000
Sphingobium chlorophenolicum	46429	S	42	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Novosphingopyxis iocasae	2762729	S	197	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingosinicella microcystinivorans	335406	S	68	0.00000	0	0.00000	52	0.00000	0	0.00000	0	0.00000	0	0.00000
Sandaracinobacteroides saxicola	2759707	S	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomicrobium aestuariivivum	1582356	S	43	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000
Blastomonas sp. SL216	2995169	S	24	0.00000	0	0.00000	24	0.00000	20	0.00000	0	0.00000	0	0.00000
Zymomonas mobilis	542	S	21	0.00000	0	0.00000	39	0.00000	14	0.00000	24	0.00000	0	0.00000
Komagataeibacter oboediens	65958	S	121	0.00001	0	0.00000	144	0.00001	81	0.00000	53	0.00000	58	0.00000
Komagataeibacter saccharivorans	265959	S	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acetobacter aceti	435	S	68	0.00000	0	0.00000	24	0.00000	22	0.00000	130	0.00001	0	0.00000
Acetobacter persici	1076596	S	52	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodovastum atsumiense	504468	S	41	0.00000	0	0.00000	31	0.00000	133	0.00000	0	0.00000	26	0.00000
Novacetimonas hansenii	436	S	38	0.00000	0	0.00000	28	0.00000	41	0.00000	0	0.00000	0	0.00000
Asaia bogorensis	91915	S	19	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Lichenicola cladoniae	1484109	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gluconacetobacter diazotrophicus	33996	S	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lichenicoccus sp.	2781899	S	15	0.00000	136	0.00001	40	0.00000	0	0.00000	16	0.00000	0	0.00000
Commensalibacter melissae	2070537	S	11	0.00000	24	0.00000	26	0.00000	50	0.00000	0	0.00000	23	0.00000
Roseomonas haemaphysalidis	2768162	S	136	0.00001	0	0.00000	60	0.00000	83	0.00000	0	0.00000	40	0.00000
Teichococcus cervicalis	204525	S	80	0.00000	0	0.00000	42	0.00000	19	0.00000	13	0.00000	25	0.00000
Roseomonas gilardii	257708	S	54	0.00000	35	0.00000	268	0.00002	0	0.00000	0	0.00000	21	0.00000
Sediminicoccus sp. BL-A-41-H5	3421106	S	45	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000
Sediminicoccus rosea	1225128	S	24	0.00000	0	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000
Humitalea sp. 24SJ18S-53	3422307	S	67	0.00000	0	0.00000	41	0.00000	25	0.00000	0	0.00000	16	0.00000
Muricoccus radiodurans	2231721	S	56	0.00000	0	0.00000	74	0.00001	29	0.00000	0	0.00000	29	0.00000
Dankookia sp. P2	3423955	S	20	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Acidocella sp. MX-AZ03	2697363	S	159	0.00001	0	0.00000	81	0.00001	0	0.00000	0	0.00000	0	0.00000
Elioraea tepida	2843330	S	46	0.00000	0	0.00000	49	0.00000	92	0.00000	0	0.00000	55	0.00000
Azospirillum sp. B2RO_4	3027796	S	46	0.00000	51	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Azospirillum sp. B510	137722	S	24	0.00000	83	0.00000	0	0.00000	63	0.00000	35	0.00000	0	0.00000
Azospirillum thermophilum	2202148	S	75	0.00000	0	0.00000	52	0.00000	0	0.00000	0	0.00000	0	0.00000
Azospirillum ramasamyi	682998	S	75	0.00000	0	0.00000	0	0.00000	250	0.00001	18	0.00000	0	0.00000
Azospirillum oryzae	286727	S	47	0.00000	554	0.00002	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Azospirillum brasilense	192	S	29	0.00000	0	0.00000	63	0.00000	0	0.00000	25	0.00000	0	0.00000
Azospirillum lipoferum	193	S	20	0.00000	0	0.00000	223	0.00002	0	0.00000	0	0.00000	0	0.00000
Niveispirillum fermenti	1233113	S	43	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	13	0.00000
Indioceanicola profundi	2220096	S	28	0.00000	73	0.00000	14	0.00000	0	0.00000	19	0.00000	0	0.00000
Thalassospira australica	1528106	S	94	0.00001	0	0.00000	0	0.00000	0	0.00000	44	0.00000	0	0.00000
Thalassospira lucentensis	168935	S	38	0.00000	141	0.00001	38	0.00000	14	0.00000	0	0.00000	17	0.00000
Magnetospira sp. QH-2	1288970	S	12	0.00000	0	0.00000	125	0.00001	0	0.00000	0	0.00000	12	0.00000
Magnetospirillum gryphiswaldense	55518	S	28	0.00000	0	0.00000	145	0.00001	40	0.00000	0	0.00000	77	0.00000
Magnetospirillum sp. XM-1	1663591	S	85	0.00000	0	0.00000	44	0.00000	58	0.00000	0	0.00000	0	0.00000
Rhodospirillum rubrum	1085	S	33	0.00000	0	0.00000	29	0.00000	295	0.00001	0	0.00000	28	0.00000
Rhodospirillum centenum	34018	S	18	0.00000	0	0.00000	14	0.00000	0	0.00000	26	0.00000	14	0.00000
Pararhodospirillum photometricum	1084	S	31	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Aerophototrophica crusticola	1709002	S	18	0.00000	0	0.00000	22	0.00000	18	0.00000	0	0.00000	0	0.00000
Hypericibacter adhaerens	2602016	S	94	0.00001	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000
Pelagibius sp.	1931238	S	71	0.00000	14	0.00000	103	0.00001	18	0.00000	32	0.00000	43	0.00000
Thalassobaculum sp.	2022740	S	27	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	13	0.00000
Thalassobaculum sp. OXR-137	3100173	S	27	0.00000	0	0.00000	77	0.00001	0	0.00000	0	0.00000	62	0.00000
Nisaea acidiphila	1862145	S	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aestuariispira ectoiniformans	2775080	S	28	0.00000	0	0.00000	30	0.00000	17	0.00000	31	0.00000	0	0.00000
Caenispirillum salinarum	859058	S	27	0.00000	0	0.00000	62	0.00000	0	0.00000	13	0.00000	0	0.00000
Varunaivibrio sulfuroxidans	1773489	S	22	0.00000	0	0.00000	50	0.00000	0	0.00000	11	0.00000	0	0.00000
Stella humosa	94	S	13	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevundimonas sp. C43	3068314	S	369	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevundimonas sp.	1871086	S	38	0.00000	0	0.00000	33	0.00000	0	0.00000	41	0.00000	16	0.00000
Brevundimonas sp. M20	2591463	S	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevundimonas naejangsanensis	588932	S	54	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevundimonas vesicularis	41276	S	56	0.00000	0	0.00000	42	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevundimonas vitisensis	2800818	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevundimonas diminuta	293	S	32	0.00000	117	0.00000	119	0.00001	0	0.00000	251	0.00001	57	0.00000
Brevundimonas nasdae	172043	S	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000
Brevundimonas olei	657642	S	17	0.00000	0	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000
Caulobacter sp. NIBR1757	3016000	S	28	0.00000	0	0.00000	43	0.00000	19	0.00000	0	0.00000	19	0.00000
Caulobacter segnis	88688	S	57	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caulobacter soli	2708539	S	37	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000
Caulobacter vibrioides	155892	S	41	0.00000	0	0.00000	33	0.00000	12	0.00000	0	0.00000	24	0.00000
Phenylobacterium zucineum	284016	S	54	0.00000	0	0.00000	113	0.00001	20	0.00000	39	0.00000	85	0.00000
Phenylobacterium montanum	2823693	S	20	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Asticcacaulis sp. DW145	3095608	S	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Asticcacaulis excentricus	78587	S	23	0.00000	11	0.00000	0	0.00000	371	0.00001	0	0.00000	0	0.00000
Oceanicaulis sp. LC35	3349635	S	59	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000
Oceanicaulis sp.	1924941	S	17	0.00000	0	0.00000	0	0.00000	14	0.00000	15	0.00000	26	0.00000
Glycocaulis abyssi	1433403	S	99	0.00001	0	0.00000	0	0.00000	0	0.00000	67	0.00000	0	0.00000
Maricaulis maris	74318	S	23	0.00000	32	0.00000	29	0.00000	15	0.00000	0	0.00000	0	0.00000
Hyphobacterium sp.	2004662	S	52	0.00000	0	0.00000	56	0.00000	67	0.00000	0	0.00000	26	0.00000
Marinicauda algicola	2029849	S	31	0.00000	0	0.00000	54	0.00000	0	0.00000	0	0.00000	53	0.00000
